instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructionsBox.started,instructionsBox.stopped,leftCategoryLabel_2.started,leftCategoryLabel_2.stopped,rightCategoryLabel_2.started,rightCategoryLabel_2.stopped,leftAttributeLabel_2.started,leftAttributeLabel_2.stopped,rightAttributeLabel_2.started,rightAttributeLabel_2.stopped,orLeft_2.started,orLeft_2.stopped,orRight_2.started,orRight_2.stopped,stimulusImageBox.started,stimulusImageBox.stopped,stimulusTextBox.started,stimulusTextBox.stopped,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,requiredResponse.started,requiredResponse.stopped,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.started,feedbackResponse.stopped,feedback.started,feedback.stopped,leftCategoryLabel.started,leftCategoryLabel.stopped,rightCategoryLabel.started,rightCategoryLabel.stopped,leftAttributeLabel.started,leftAttributeLabel.stopped,rightAttributeLabel.started,rightAttributeLabel.stopped,orLeft.started,orLeft.stopped,orRight.started,orRight.stopped,feedbackResponse.rt,gender,age,participant,date,expName,psychopyVersion,frameRate,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,0,0,0,0,14.397402541944757,None,14.397402541944757,None,14.397402541944757,None,14.397402541944757,None,14.397402541944757,None,14.397402541944757,None,14.397402541944757,None,16.876683042035438,None,16.876683042035438,None,i,1,0.8787251249887049,16.876683042035438,None,None,0,16.876683042035438,None,16.876683042035438,None,16.600940707954578,None,16.600940707954578,None,16.600940707954578,None,16.600940707954578,None,16.600940707954578,None,16.600940707954578,None,,F,20,1,2022_Jul_13_1254,IAT,2021.2.3,59.801578244867294,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,18.060006250045262,None,18.060006250045262,None,e,1,0.48500458302441984,18.060006250045262,None,None,0,18.060006250045262,None,18.060006250045262,None,17.77647404198069,None,17.77647404198069,None,17.77647404198069,None,17.77647404198069,None,17.77647404198069,None,17.77647404198069,None,,F,20,1,2022_Jul_13_1254,IAT,2021.2.3,59.801578244867294,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,1,0,2,1,,,,,,,,,,,,,,,18.860082749975845,None,18.860082749975845,None,e,1,0.4334017080254853,18.860082749975845,None,None,0,18.860082749975845,None,18.860082749975845,None,18.576587999938056,None,18.576587999938056,None,18.576587999938056,None,18.576587999938056,None,18.576587999938056,None,18.576587999938056,None,,F,20,1,2022_Jul_13_1254,IAT,2021.2.3,59.801578244867294,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,1,1,3,0,,,,,,,,,,,,,,,19.61015199997928,None,19.61015199997928,None,i,1,0.6380807079840451,19.61015199997928,None,None,0,19.61015199997928,None,19.61015199997928,None,19.32651533302851,None,19.32651533302851,None,19.32651533302851,None,19.32651533302851,None,19.32651533302851,None,19.32651533302851,None,,F,20,1,2022_Jul_13_1254,IAT,2021.2.3,59.801578244867294,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,2,0,4,1,,,,,,,,,,,,,,,20.56051058298908,None,20.56051058298908,None,e,1,0.5398589170072228,20.56051058298908,None,None,0,20.56051058298908,None,20.56051058298908,None,20.276307708001696,None,20.276307708001696,None,20.276307708001696,None,20.276307708001696,None,20.276307708001696,None,20.276307708001696,None,,F,20,1,2022_Jul_13_1254,IAT,2021.2.3,59.801578244867294,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,2,1,5,0,,,,,,,,,,,,,,,21.41021024994552,None,21.41021024994552,None,i,1,0.6339756249217317,21.41021024994552,None,None,0,21.41021024994552,None,21.41021024994552,None,21.126404333044775,None,21.126404333044775,None,21.126404333044775,None,21.126404333044775,None,21.126404333044775,None,21.126404333044775,None,,F,20,1,2022_Jul_13_1254,IAT,2021.2.3,59.801578244867294,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,0,6,1,,,,,,,,,,,,,,,22.360193541971967,None,22.360193541971967,None,e,1,0.6681852079927921,22.360193541971967,None,None,0,22.360193541971967,None,22.360193541971967,None,22.07701274997089,None,22.07701274997089,None,22.07701274997089,None,22.07701274997089,None,22.07701274997089,None,22.07701274997089,None,,F,20,1,2022_Jul_13_1254,IAT,2021.2.3,59.801578244867294,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,1,7,1,,,,,,,,,,,,,,,23.343467541970313,None,23.343467541970313,None,e,1,0.4230238340096548,23.343467541970313,None,None,0,23.343467541970313,None,23.343467541970313,None,23.060096250032075,None,23.060096250032075,None,23.060096250032075,None,23.060096250032075,None,23.060096250032075,None,23.060096250032075,None,,F,20,1,2022_Jul_13_1254,IAT,2021.2.3,59.801578244867294,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,4,0,8,1,,,,,,,,,,,,,,,24.07703916693572,None,24.07703916693572,None,e,1,0.5629662920255214,24.07703916693572,None,None,0,24.07703916693572,None,24.07703916693572,None,23.7933667920297,None,23.7933667920297,None,23.7933667920297,None,23.7933667920297,None,23.7933667920297,None,23.7933667920297,None,,F,20,1,2022_Jul_13_1254,IAT,2021.2.3,59.801578244867294,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,4,1,9,0,,,,,,,,,,,,,,,24.94373783294577,None,24.94373783294577,None,i,1,0.5324182499898598,24.94373783294577,None,None,0,24.94373783294577,None,24.94373783294577,None,24.659833832993172,None,24.659833832993172,None,24.659833832993172,None,24.659833832993172,None,24.659833832993172,None,24.659833832993172,None,,F,20,1,2022_Jul_13_1254,IAT,2021.2.3,59.801578244867294,
