instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructionsBox.started,instructionsBox.stopped,leftCategoryLabel_2.started,leftCategoryLabel_2.stopped,rightCategoryLabel_2.started,rightCategoryLabel_2.stopped,leftAttributeLabel_2.started,leftAttributeLabel_2.stopped,rightAttributeLabel_2.started,rightAttributeLabel_2.stopped,orLeft_2.started,orLeft_2.stopped,orRight_2.started,orRight_2.stopped,stimulusImageBox.started,stimulusImageBox.stopped,stimulusTextBox.started,stimulusTextBox.stopped,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,requiredResponse.started,requiredResponse.stopped,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.started,feedbackResponse.stopped,feedback.started,feedback.stopped,leftCategoryLabel.started,leftCategoryLabel.stopped,rightCategoryLabel.started,rightCategoryLabel.stopped,leftAttributeLabel.started,leftAttributeLabel.stopped,rightAttributeLabel.started,rightAttributeLabel.stopped,orLeft.started,orLeft.stopped,orRight.started,orRight.stopped,feedbackResponse.rt,gender,age,participant,date,expName,psychopyVersion,frameRate,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,5,0,10,0,,,,,,,,,,,,,,,51.71784433303401,None,51.71784433303401,None,i,1,0.7682425410021096,51.71784433303401,None,None,0,51.71784433303401,None,51.71784433303401,None,51.43414762499742,None,51.43414762499742,None,51.43414762499742,None,51.43414762499742,None,51.43414762499742,None,51.43414762499742,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,5,1,11,1,,,,,,,,,,,,,,,52.800184292020276,None,52.800184292020276,None,e,1,1.1203274169238284,52.800184292020276,None,i,1,52.800184292020276,None,52.800184292020276,None,52.51654924999457,None,52.51654924999457,None,52.51654924999457,None,52.51654924999457,None,52.51654924999457,None,52.51654924999457,None,0.6922270829090849,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,6,0,12,1,,,,,,,,,,,,,,,54.23238687496632,None,54.23238687496632,None,e,1,0.7391818331088871,54.23238687496632,None,None,0,54.23238687496632,None,54.23238687496632,None,53.96398145798594,None,53.96398145798594,None,53.96398145798594,None,53.96398145798594,None,53.96398145798594,None,53.96398145798594,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,6,1,13,1,,,,,,,,,,,,,,,55.28411283297464,None,55.28411283297464,None,e,1,0.7205751669825986,55.28411283297464,None,None,0,55.28411283297464,None,55.28411283297464,None,55.00067600002512,None,55.00067600002512,None,55.00067600002512,None,55.00067600002512,None,55.00067600002512,None,55.00067600002512,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,7,0,14,0,,,,,,,,,,,,,,,56.31559637503233,None,56.31559637503233,None,i,1,0.5990077910246328,56.31559637503233,None,e,1,56.31559637503233,None,56.31559637503233,None,56.03391829202883,None,56.03391829202883,None,56.03391829202883,None,56.03391829202883,None,56.03391829202883,None,56.03391829202883,None,0.37480250000953674,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,7,1,15,0,,,,,,,,,,,,,,,57.21674254199024,None,57.21674254199024,None,i,1,0.4779862919822335,57.21674254199024,None,None,0,57.21674254199024,None,57.21674254199024,None,56.93402495793998,None,56.93402495793998,None,56.93402495793998,None,56.93402495793998,None,56.93402495793998,None,56.93402495793998,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,8,0,16,0,,,,,,,,,,,,,,,58.00079770793673,None,58.00079770793673,None,i,1,0.7080040000146255,58.00079770793673,None,None,0,58.00079770793673,None,58.00079770793673,None,57.7180442919489,None,57.7180442919489,None,57.7180442919489,None,57.7180442919489,None,57.7180442919489,None,57.7180442919489,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,8,1,17,0,,,,,,,,,,,,,,,59.016137999948114,None,59.016137999948114,None,i,1,0.5083280419930816,59.016137999948114,None,None,0,59.016137999948114,None,59.016137999948114,None,58.74712941702455,None,58.74712941702455,None,58.74712941702455,None,58.74712941702455,None,58.74712941702455,None,58.74712941702455,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,9,0,18,0,,,,,,,,,,,,,,,59.83289791701827,None,59.83289791701827,None,i,1,0.7624005830148235,59.83289791701827,None,None,0,59.83289791701827,None,59.83289791701827,None,59.55100479198154,None,59.55100479198154,None,59.55100479198154,None,59.55100479198154,None,59.55100479198154,None,59.55100479198154,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Black People,White People, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,9,1,19,1,,,,,,,,,,,,,,,60.89955945801921,None,60.89955945801921,None,e,1,2.990139291039668,60.89955945801921,None,None,0,60.89955945801921,None,60.89955945801921,None,60.61672416701913,None,60.61672416701913,None,60.61672416701913,None,60.61672416701913,None,60.61672416701913,None,60.61672416701913,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,0,0,0,0,64.66759066702798,None,64.66759066702798,None,64.66759066702798,None,64.66759066702798,None,64.66759066702798,None,64.66759066702798,None,64.66759066702798,None,73.21769654203672,None,73.21769654203672,None,i,1,0.7643926249584183,73.21769654203672,None,None,0,73.21769654203672,None,73.21769654203672,None,72.93404329195619,None,72.93404329195619,None,72.93404329195619,None,72.93404329195619,None,72.93404329195619,None,72.93404329195619,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,74.32023716694675,None,74.32023716694675,None,e,1,0.8975912500172853,74.32023716694675,None,None,0,74.32023716694675,None,74.32023716694675,None,74.02065729198512,None,74.02065729198512,None,74.02065729198512,None,74.02065729198512,None,74.02065729198512,None,74.02065729198512,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,1,0,2,0,,,,,,,,,,,,,,,75.5490099999588,None,75.5490099999588,None,i,1,1.4511976250214502,75.5490099999588,None,e,1,75.5490099999588,None,75.5490099999588,None,75.26047770795412,None,75.26047770795412,None,75.26047770795412,None,75.26047770795412,None,75.26047770795412,None,75.26047770795412,None,0.8007067909929901,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,3,text_trial_type_3,img_trial_type_3,0,1,1,1,1,1,3,0,,,,,,,,,,,,,,,77.33490487502422,None,77.33490487502422,None,i,1,1.2826692910166457,77.33490487502422,None,None,0,77.33490487502422,None,77.33490487502422,None,77.05048241699114,None,77.05048241699114,None,77.05048241699114,None,77.05048241699114,None,77.05048241699114,None,77.05048241699114,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,2,0,4,1,,,,,,,,,,,,,,,78.9492095829919,None,78.9492095829919,None,e,1,1.027106250054203,78.9492095829919,None,None,0,78.9492095829919,None,78.9492095829919,None,78.66224179195706,None,78.66224179195706,None,78.66224179195706,None,78.66224179195706,None,78.66224179195706,None,78.66224179195706,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
"See above, the categories have changed. The items for sorting have changed as well. The rules, however, are the same.

When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. An X appears after an error - fix the error by hitting the other key. GO AS FAST AS YOU CAN.

Press E or I to continue.", , ,Bad,Good, ,4,text_trial_type_4,img_trial_type_4,0,1,1,1,2,1,5,1,,,,,,,,,,,,,,,80.28243004204705,None,80.28243004204705,None,e,1,3.315483208047226,80.28243004204705,None,None,0,80.28243004204705,None,80.28243004204705,None,80.01259416702669,None,80.01259416702669,None,80.01259416702669,None,80.01259416702669,None,80.01259416702669,None,80.01259416702669,None,,F,20,1,2022_Jul_13_1102,IAT,2021.2.3,None,
